FID,ID,FIELD,OID_1,YLD00,YLD01,YLD02,YLD03,AVGYLD,ELE,SLOPE,CURV,PRO,PLAN,EC_SH,EC_DP,BAND1,BAND2,BAND3,BAND4,VI00_520,VI00_528,VI00_613,VI00_707,VI00_715,VI00_723,VI00_816,VI00_824,VI00_901,VI00_917,VI01_616,VI01_624,VI01_710,VI01_827,VI01_912,VI02_518,VI02_526,VI02_619,VI02_713,VI02_721,VI02_830,VI02_907,VI02_923,VI03_505,VI03_529,VI03_606,VI03_622,VI03_724,VI03_825,VI03_926,STD00,STD01,STD02,STD03,CV,M3_00,M3_01,M3_02,M3_03,M3_AV,CL_AV,CL_00,CL_01,CL_02,CL_03
915,2809,C28,2808,1163.0000000,1457.4000244,1191.0000000,1239,1262.5000000,1080.140000000000100,0.0506000,-0.001008000000000,0.001911000000000,0.000903000000000,14.3999996,25.7999992,90,85,109,78,-0.2014000,-0.1922000,-0.1585000,0.1330000,0.2447000,0.3204000,0.3913000,0.4375000,0.3140000,0.0842000,-0.1848000,-0.1552000,0.0616000,0.4811000,0.3005000,-0.175355450000000,-0.211678832000000,-0.200000000000000,-0.045045045000000,0.042105263000000,0.486631016000000,0.393939394000000,0.121387283000000,-0.028571429000000,-0.232558140000000,-0.178947368000000,-0.164835165000000,-0.010989011000000,0.221476510000000,0.242236025000000,1.2300000,1.1400000,1.4500000,1,0.1320000,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
916,2810,C28,2809,1149.5000000,1305.9000244,1146.3000488,1185,1196.8000488,1080.150000000000100,0.0707000,-0.011662000000000,0.007514000000000,-0.004148000000000,15.0000000,26.2000008,90,85,115,78,-0.2014000,-0.2016000,-0.1585000,0.1245000,0.2406000,0.3268000,0.4051000,0.4384000,0.3064000,0.0938000,-0.1848000,-0.1515000,0.0769000,0.5135000,0.3000000,-0.164319249000000,-0.218637993000000,-0.200000000000000,-0.022831050000000,0.037037037000000,0.465968586000000,0.365853659000000,0.157894737000000,-0.011627907000000,-0.215686275000000,-0.178947368000000,-0.156756757000000,-0.016574586000000,0.216216216000000,0.234567901000000,1.2100000,1.0200000,1.4000000,1,0.1580000,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
917,2811,C28,2810,1201.8000488,1369.4000244,1163.0999756,1196,1232.5999756,1080.180000000000100,0.1489000,-0.014441000000000,0.010620000000000,-0.003822000000000,12.8999996,24.7999992,92,88,120,79,-0.2123000,-0.2016000,-0.1566000,0.1255000,0.2316000,0.3010000,0.4430000,0.4229000,0.2982000,0.0777000,-0.1907000,-0.1638000,0.0516000,0.5187000,0.3077000,-0.163636364000000,-0.208633094000000,-0.206751055000000,-0.031674208000000,-0.020408163000000,0.465240642000000,0.382716049000000,0.157894737000000,0.005847953000000,-0.215686275000000,-0.185567010000000,-0.168421053000000,-0.005405405000000,0.194630872000000,0.220125786000000,1.2700000,1.0700001,1.4200000,1,0.1440000,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
918,2812,C28,2811,1252.8000488,1440.5999756,1229.0000000,1176,1274.5999756,1080.230000000000000,0.1770000,-0.009404000000000,0.001527000000000,-0.007877000000000,11.3000002,20.3999996,90,87,117,80,-0.2096000,-0.2016000,-0.1515000,0.1293000,0.2169000,0.3300000,0.4615000,0.4328000,0.3059000,0.0777000,-0.1944000,-0.1750000,0.0711000,0.5079000,0.3370000,-0.152073733000000,-0.212765957000000,-0.211618257000000,-0.053571429000000,-0.030000000000000,0.473684211000000,0.382716049000000,0.142857143000000,0.005847953000000,-0.219696970000000,-0.183673469000000,-0.173469388000000,-0.032608696000000,0.175675676000000,0.219512195000000,1.3200001,1.1300000,1.5000000,1,0.1540000,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
919,2813,C28,2812,1206.5000000,1401.6999512,1227.6999512,1192,1257.0000000,1080.309999999999900,0.1948000,-0.005041000000000,0.000261000000000,-0.004780000000000,11.3000002,21.7000008,92,85,116,81,-0.2150000,-0.2077000,-0.1667000,0.1525000,0.2251000,0.3237000,0.4872000,0.4328000,0.3018000,0.0777000,-0.2055000,-0.1784000,0.0711000,0.5183000,0.3146000,-0.168949772000000,-0.209964413000000,-0.216326531000000,-0.061403509000000,0.000000000000000,0.467391304000000,0.369696970000000,0.121387283000000,-0.017142857000000,-0.223880597000000,-0.183673469000000,-0.177664975000000,-0.048128342000000,0.175675676000000,0.158536585000000,1.2700000,1.1000000,1.5000000,1,0.1640000,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
920,2814,C28,2813,1171.1999512,1410.0000000,1213.4000244,1025,1204.8000488,1080.380000000000100,0.1054000,0.002569000000000,-0.003339000000000,-0.000770000000000,11.8000002,22.5000000,86,85,117,80,-0.2165000,-0.2109000,-0.1529000,0.1552000,0.2526000,0.3398000,0.4534000,0.4627000,0.3099000,0.0714000,-0.1963000,-0.1674000,0.0561000,0.4921000,0.2857000,-0.170506912000000,-0.224199288000000,-0.219512195000000,-0.040000000000000,0.057591623000000,0.465968586000000,0.369696970000000,0.142857143000000,-0.011627907000000,-0.216730038000000,-0.191709845000000,-0.178947368000000,-0.031578947000000,0.191780822000000,0.149700599000000,1.2300000,1.1100000,1.4800000,1,0.1790000,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
921,2815,C28,2814,1279.5000000,1377.6999512,1288.9000244,1123,1267.1999512,1080.430000000000100,0.1822000,-0.028256000000000,0.017157000000000,-0.011099000000000,13.0000000,25.6000004,84,85,120,82,-0.2150000,-0.1969000,-0.1361000,0.1724000,0.2804000,0.4030000,0.5000000,0.4706000,0.3529000,0.0808000,-0.1887000,-0.1709000,0.0610000,0.4866000,0.2697000,-0.168224299000000,-0.218637993000000,-0.214876033000000,-0.004566210000000,0.056994819000000,0.486631016000000,0.361445783000000,0.126436782000000,-0.011627907000000,-0.227799228000000,-0.178947368000000,-0.172774869000000,-0.010638298000000,0.183673469000000,0.125748503000000,1.3500000,1.0800000,1.5700001,1,0.2110000,3.0000000,2.0000000,2.0000000,3.0000000,3.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
922,2816,C28,2815,1148.5000000,1353.0999756,1232.6999512,975,1177.3000488,1080.559999999999900,0.3001000,0.000452000000000,-0.002521000000000,-0.002069000000000,12.5000000,24.1000004,88,85,123,81,-0.2245000,-0.2016000,-0.1445000,0.1695000,0.2842000,0.3695000,0.5094000,0.4778000,0.3372000,0.1031000,-0.2000000,-0.1610000,0.0463000,0.5027000,0.2928000,-0.164319249000000,-0.214285714000000,-0.219512195000000,0.000000000000000,0.030612245000000,0.448648649000000,0.289940828000000,0.126436782000000,-0.017142857000000,-0.224334601000000,-0.189743590000000,-0.185929648000000,-0.015384615000000,0.144827586000000,0.032967033000000,1.2100000,1.0599999,1.5000000,1,0.2120000,3.0000000,2.0000000,2.0000000,3.0000000,3.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
923,2817,C28,2816,1066.6999512,1271.6999512,1181.6999512,1056,1144.0000000,1080.710000000000000,0.3369000,-0.005177000000000,0.004782000000000,-0.000395000000000,14.1000004,25.2000008,90,84,121,82,-0.2241000,-0.2121000,-0.1508000,0.1681000,0.2842000,0.3204000,0.4969000,0.4396000,0.2955000,0.0964000,-0.2018000,-0.1750000,0.0320000,0.4208000,0.2376000,-0.179723502000000,-0.223367698000000,-0.209486166000000,-0.021459227000000,0.056410256000000,0.392265193000000,0.240963855000000,0.061452514000000,-0.016949153000000,-0.227272727000000,-0.189743590000000,-0.198113208000000,0.000000000000000,0.093333333000000,-0.005464481000000,1.1200000,1.0000000,1.4400001,1,0.1880000,2.0000000,2.0000000,2.0000000,3.0000000,2.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
924,2818,C28,2817,911.0999756,1248.4000244,1115.1999512,918,1048.3000488,1080.859999999999900,0.2054000,0.032339000000000,-0.022795000000000,0.009544000000000,14.5000000,27.0000000,92,84,122,84,-0.2267000,-0.2193000,-0.1538000,0.1646000,0.2474000,0.3039000,0.4410000,0.3922000,0.2759000,0.0594000,-0.2018000,-0.1855000,0.0320000,0.3661000,0.1979000,-0.163636364000000,-0.222222222000000,-0.214007782000000,-0.021276596000000,0.061224490000000,0.395604396000000,0.251533742000000,0.016216216000000,-0.027624309000000,-0.230188679000000,-0.183673469000000,-0.201923077000000,0.027322404000000,0.100671141000000,-0.010989011000000,0.9600000,0.9800000,1.3600000,1,0.1940000,2.0000000,2.0000000,2.0000000,3.0000000,2.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
925,2819,C28,2818,875.9000244,1111.9000244,1023.2000122,903,978.4000244,1080.839999999999900,0.2597000,0.023024000000000,-0.014293000000000,0.008732000000000,15.5000000,26.6000004,90,84,120,82,-0.2174000,-0.2210000,-0.1444000,0.1548000,0.2565000,0.3069000,0.4465000,0.3990000,0.2791000,0.0439000,-0.2000000,-0.1840000,0.0320000,0.3552000,0.1915000,-0.163636364000000,-0.227118644000000,-0.214007782000000,0.022222222000000,0.065989848000000,0.388888889000000,0.231707317000000,-0.020833333000000,-0.048648649000000,-0.230188679000000,-0.179487179000000,-0.190000000000000,0.027322404000000,0.106666667000000,0.044943820000000,0.9200000,0.8700000,1.2500000,1,0.1710000,2.0000000,2.0000000,2.0000000,3.0000000,2.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
926,2820,C28,2819,998.4000244,1084.8000488,1066.1999512,1006,1038.9000244,1080.680000000000100,0.3748000,0.000374000000000,-0.005594000000000,-0.005220000000000,19.3999996,28.1000004,88,84,125,83,-0.2308000,-0.2214000,-0.1508000,0.1574000,0.2526000,0.2808000,0.4615000,0.3861000,0.2791000,0.0531000,-0.2000000,-0.1653000,0.0000000,0.4208000,0.2581000,-0.176470588000000,-0.222614841000000,-0.201581028000000,0.031390135000000,0.065989848000000,0.374301676000000,0.222222222000000,0.010638298000000,-0.054347826000000,-0.243445693000000,-0.189743590000000,-0.201970443000000,0.015873016000000,0.100671141000000,0.055555556000000,1.0500000,0.8500000,1.3000000,1,0.1840000,2.0000000,2.0000000,2.0000000,3.0000000,2.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
927,2821,C28,2820,985.7999878,1074.8000488,1193.0000000,1035,1072.0999756,1080.460000000000000,0.5764000,0.009005000000000,-0.020085000000000,-0.011079000000000,17.1000004,26.2000008,88,84,125,82,-0.2333000,-0.2107000,-0.1444000,0.1638000,0.2513000,0.2871000,0.4430000,0.3930000,0.2717000,0.0686000,-0.1892000,-0.1750000,0.0326000,0.3770000,0.2021000,-0.175925926000000,-0.220689655000000,-0.215686275000000,0.045454545000000,0.076923077000000,0.296703297000000,0.044943820000000,-0.005291005000000,-0.032608696000000,-0.227272727000000,-0.179487179000000,-0.200000000000000,-0.005291005000000,0.095890411000000,0.005291005000000,1.0400000,0.8400000,1.4500000,1,0.2540000,2.0000000,2.0000000,2.0000000,3.0000000,2.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
928,2822,C28,2821,882.5000000,996.5999756,1178.6999512,1007,1016.2000122,1080.109999999999900,0.8713000,0.000389000000000,-0.001806000000000,-0.001417000000000,15.6999998,27.8999996,90,86,121,84,-0.2313000,-0.2112000,-0.1525000,0.2000000,0.2746000,0.2474000,0.4465000,0.3922000,0.1744000,0.0746000,-0.1827000,-0.1739000,0.0047000,0.3333000,0.1828000,-0.173708920000000,-0.226765799000000,-0.170124481000000,0.095238095000000,0.021739130000000,-0.035532995000000,-0.160000000000000,-0.050000000000000,-0.032608696000000,-0.235955056000000,-0.191489362000000,-0.114583333000000,0.005524862000000,-0.032258065000000,0.043956044000000,0.9300000,0.7800000,1.4400001,1,0.2830000,2.0000000,2.0000000,2.0000000,3.0000000,2.0000000,3.000000000000000,3.000000000000000,2.000000000000000,3.000000000000000,3.000000000000000
929,2861,C28,2860,1377.5999756,1754.4000244,1247.8000488,1502,1470.4000244,1080.180000000000100,0.2137000,-0.001681000000000,-0.000999000000000,-0.002680000000000,14.1000004,24.6000004,94,85,114,79,-0.2000000,-0.1888000,-0.1500000,0.1071000,0.2324000,0.3005000,0.4268000,0.4019000,0.3099000,0.2000000,-0.1905000,-0.1674000,0.0577000,0.4536000,0.3776000,-0.173708920000000,-0.191489362000000,-0.206751055000000,-0.077586207000000,0.010101010000000,0.417989418000000,0.341176471000000,0.155080214000000,-0.033333333000000,-0.220472441000000,-0.178947368000000,-0.187500000000000,0.032258065000000,0.194630872000000,0.185628743000000,1.4500000,1.3800000,1.5200000,2,0.0940000,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
930,2862,C28,2861,1007.5999756,1364.6999512,1184.6999512,1327,1220.9000244,1080.109999999999900,0.2154000,0.008079000000000,-0.009066000000000,-0.000987000000000,14.0000000,26.2000008,92,83,108,76,-0.2096000,-0.1935000,-0.1572000,0.1250000,0.2391000,0.3073000,0.3875000,0.3430000,0.3372000,0.1444000,-0.1827000,-0.1630000,0.0718000,0.5000000,0.3226000,-0.163461538000000,-0.205992509000000,-0.215189873000000,-0.049327354000000,-0.010204082000000,0.443850267000000,0.369047619000000,0.100000000000000,-0.028901734000000,-0.216326531000000,-0.183246073000000,-0.182320442000000,0.010638298000000,0.210526316000000,0.243902439000000,1.0599999,1.0700001,1.4400001,1,0.2110000,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
931,2863,C28,2862,1246.8000488,1408.3000488,1187.5000000,1448,1322.5999756,1080.079999999999900,0.1920000,0.006533000000000,-0.010126000000000,-0.003593000000000,14.3999996,25.5000000,88,81,106,77,-0.1986000,-0.1937000,-0.1553000,0.1250000,0.2240000,0.3005000,0.3789000,0.3589000,0.3064000,0.0777000,-0.1887000,-0.1515000,0.0718000,0.4819000,0.3481000,-0.167464115000000,-0.213483146000000,-0.217391304000000,-0.040723982000000,0.015544041000000,0.452631579000000,0.329268293000000,0.181818182000000,-0.011627907000000,-0.228346457000000,-0.172043011000000,-0.183908046000000,-0.016574586000000,0.213333333000000,0.243902439000000,1.3099999,1.1000000,1.4500000,2,0.1950000,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
932,2864,C28,2863,1233.8000488,1363.8000488,1206.0000000,1373,1294.3000488,1080.089999999999900,0.1273000,0.002139000000000,-0.006762000000000,-0.004623000000000,16.7999992,30.7000008,90,84,107,78,-0.2014000,-0.1984000,-0.1515000,0.1234000,0.2234000,0.3171000,0.4233000,0.3900000,0.2941000,0.1005000,-0.1770000,-0.1624000,0.0762000,0.4947000,0.2796000,-0.173708920000000,-0.205992509000000,-0.212121212000000,-0.027777778000000,0.041666667000000,0.428571429000000,0.337349398000000,0.162790698000000,-0.011627907000000,-0.224806202000000,-0.156756757000000,-0.168539326000000,-0.010989011000000,0.200000000000000,0.243902439000000,1.3000000,1.0700001,1.4700000,1,0.1890000,3.0000000,2.0000000,2.0000000,3.0000000,3.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
933,2865,C28,2864,1166.8000488,1276.0999756,1133.5000000,1288,1216.0999756,1080.130000000000100,0.0957000,0.003397000000000,-0.002096000000000,0.001301000000000,16.5000000,29.1000004,88,85,105,76,-0.2056000,-0.1922000,-0.1446000,0.1404000,0.2487000,0.3268000,0.4051000,0.4141000,0.3372000,0.1005000,-0.1887000,-0.1466000,0.0711000,0.4792000,0.2541000,-0.173708920000000,-0.204379562000000,-0.200000000000000,-0.022831050000000,0.036649215000000,0.475935829000000,0.393939394000000,0.139534884000000,-0.005780347000000,-0.218750000000000,-0.176470588000000,-0.173913043000000,0.027322404000000,0.213333333000000,0.242236025000000,1.2300000,1.0000000,1.3800000,1,0.1770000,3.0000000,2.0000000,2.0000000,3.0000000,3.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
934,2866,C28,2865,1201.8000488,1256.5999756,1163.6999512,1248,1217.5000000,1080.150000000000100,0.0572000,0.008651000000000,-0.006288000000000,0.002363000000000,15.8999996,26.7999992,88,85,110,76,-0.2096000,-0.1922000,-0.1656000,0.1478000,0.2487000,0.3398000,0.4088000,0.4455000,0.3294000,0.0842000,-0.1887000,-0.1695000,0.0762000,0.5183000,0.3077000,-0.179723502000000,-0.212996390000000,-0.206751055000000,-0.022831050000000,0.063829787000000,0.471502591000000,0.373493976000000,0.121387283000000,-0.022988506000000,-0.228346457000000,-0.165775401000000,-0.163043478000000,-0.005405405000000,0.213333333000000,0.267080745000000,1.2700000,0.9800000,1.4200000,1,0.1900000,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
935,2867,C28,2866,1235.4000244,1463.8000488,1212.3000488,1206,1279.3000488,1080.160000000000100,0.0604000,-0.001585000000000,0.001512000000000,-0.000073000000000,15.0000000,28.5000000,90,84,117,78,-0.2096000,-0.1984000,-0.1656000,0.1588000,0.2487000,0.3430000,0.4534000,0.4455000,0.3018000,0.0842000,-0.1963000,-0.1502000,0.0711000,0.5053000,0.3222000,-0.168224299000000,-0.218637993000000,-0.200000000000000,-0.009345794000000,0.036649215000000,0.494736842000000,0.365853659000000,0.129411765000000,-0.022988506000000,-0.226562500000000,-0.170212766000000,-0.161290323000000,0.000000000000000,0.202702703000000,0.246913580000000,1.3000000,1.1500000,1.4800000,1,0.1350000,3.0000000,2.0000000,2.0000000,3.0000000,3.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
936,2868,C28,2867,1161.1999512,1462.0000000,1172.5000000,1242,1259.3000488,1080.210000000000000,0.1387000,-0.001308000000000,0.002550000000000,0.001242000000000,14.3999996,27.5000000,92,84,115,78,-0.2123000,-0.2016000,-0.1636000,0.1674000,0.2565000,0.3561000,0.4904000,0.4455000,0.3018000,0.0794000,-0.2018000,-0.1695000,0.0806000,0.4894000,0.3258000,-0.162790698000000,-0.214285714000000,-0.210084034000000,-0.048888889000000,0.000000000000000,0.478723404000000,0.386503067000000,0.157894737000000,0.000000000000000,-0.227272727000000,-0.179487179000000,-0.172774869000000,-0.005405405000000,0.197278912000000,0.233532934000000,1.2200000,1.1500000,1.4299999,1,0.1230000,3.0000000,2.0000000,2.0000000,3.0000000,3.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
937,2869,C28,2868,1193.0999756,1546.6999512,1189.5000000,1256,1296.3000488,1080.290000000000000,0.1556000,0.002730000000000,0.000587000000000,0.003317000000000,12.8999996,23.0000000,90,84,113,77,-0.2123000,-0.2016000,-0.1497000,0.1489000,0.2670000,0.3756000,0.4750000,0.4483000,0.3214000,0.0957000,-0.2055000,-0.1750000,0.0561000,0.4811000,0.3184000,-0.164319249000000,-0.217081851000000,-0.211618257000000,-0.044642857000000,0.010101010000000,0.489361702000000,0.361445783000000,0.103448276000000,-0.022988506000000,-0.213740458000000,-0.183673469000000,-0.185567010000000,-0.021276596000000,0.197278912000000,0.200000000000000,1.2600000,1.2100000,1.4500000,1,0.1050000,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
938,2870,C28,2869,1200.1999512,1485.5000000,1218.6999512,1099,1250.8000488,1080.349999999999900,0.1302000,0.009469000000000,-0.004372000000000,0.005096000000000,12.3999996,22.2000008,90,83,112,76,-0.2096000,-0.2031000,-0.1497000,0.1674000,0.2670000,0.3695000,0.4750000,0.4384000,0.3491000,0.0938000,-0.1963000,-0.1638000,0.0718000,0.5054000,0.3333000,-0.169811321000000,-0.217081851000000,-0.211382114000000,-0.031111111000000,0.035897436000000,0.479166667000000,0.369696970000000,0.116279070000000,-0.005847953000000,-0.227799228000000,-0.177083333000000,-0.178947368000000,-0.005291005000000,0.189189189000000,0.180124224000000,1.2600000,1.1600000,1.4800000,1,0.1490000,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
939,2871,C28,2870,1128.9000244,1414.4000244,1286.8000488,1163,1248.3000488,1080.410000000000100,0.2257000,0.000024000000000,0.007893000000000,0.007917000000000,13.5000000,25.8999996,90,85,113,80,-0.2165000,-0.2031000,-0.1361000,0.1688000,0.2804000,0.3725000,0.4969000,0.4732000,0.3372000,0.0854000,-0.1887000,-0.1515000,0.0660000,0.4603000,0.2928000,-0.173708920000000,-0.228070175000000,-0.209876543000000,-0.009090909000000,0.084210526000000,0.470899471000000,0.390243902000000,0.116279070000000,-0.005847953000000,-0.226562500000000,-0.183246073000000,-0.180851064000000,0.005405405000000,0.216216216000000,0.134146341000000,1.1900001,1.1100000,1.5700001,1,0.2020000,3.0000000,2.0000000,2.0000000,3.0000000,3.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
940,2872,C28,2871,1099.0999756,1392.4000244,1204.4000244,1075,1192.8000488,1080.550000000000000,0.3452000,0.013910000000000,0.000184000000000,0.014094000000000,13.3999996,26.1000004,92,85,117,82,-0.2150000,-0.2077000,-0.1494000,0.1878000,0.2872000,0.3695000,0.5000000,0.4563000,0.2800000,0.1077000,-0.2000000,-0.1552000,0.0556000,0.4378000,0.2778000,-0.170506912000000,-0.217081851000000,-0.209876543000000,0.013824885000000,0.045685279000000,0.497326203000000,0.309523810000000,0.124260355000000,-0.011627907000000,-0.223076923000000,-0.189743590000000,-0.187500000000000,0.010638298000000,0.197278912000000,0.075144509000000,1.1600000,1.0900000,1.4700000,1,0.1710000,3.0000000,2.0000000,2.0000000,3.0000000,3.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
941,2873,C28,2872,931.4000244,1226.5000000,1081.3000488,938,1044.4000244,1080.720000000000000,0.3749000,0.015628000000000,-0.005196000000000,0.010432000000000,14.3999996,25.3999996,88,87,122,82,-0.2215000,-0.2105000,-0.1556000,0.1745000,0.2670000,0.3431000,0.4750000,0.4589000,0.2386000,0.1122000,-0.1946000,-0.1694000,0.0502000,0.4225000,0.1684000,-0.194570136000000,-0.215547703000000,-0.211382114000000,-0.008620690000000,0.043902439000000,0.409836066000000,0.228915663000000,0.038251366000000,-0.038674033000000,-0.228464419000000,-0.190000000000000,-0.194174757000000,0.010101010000000,0.138888889000000,0.057471264000000,0.9800000,0.9600000,1.3200001,1,0.1710000,2.0000000,2.0000000,2.0000000,3.0000000,2.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
942,2874,C28,2873,784.5000000,1013.5000000,999.0999756,873,917.5000000,1080.859999999999900,0.1560000,0.025981000000000,-0.017772000000000,0.008208000000000,15.5000000,24.8999996,88,87,125,85,-0.2252000,-0.2167000,-0.1525000,0.1646000,0.2565000,0.3300000,0.4375000,0.4158000,0.2472000,0.0808000,-0.2000000,-0.1789000,0.0459000,0.3880000,0.1606000,-0.179723502000000,-0.223776224000000,-0.220472441000000,-0.012658228000000,0.064676617000000,0.333333333000000,0.226993865000000,-0.040816327000000,-0.038251366000000,-0.227941176000000,-0.190000000000000,-0.211009174000000,0.000000000000000,0.081081081000000,0.034090909000000,0.8300000,0.7900000,1.2200000,1,0.1940000,2.0000000,2.0000000,2.0000000,3.0000000,2.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
943,2875,C28,2874,935.2999878,1073.4000244,1135.9000244,1026,1042.6999512,1080.819999999999900,0.2405000,-0.010383000000000,-0.003914000000000,-0.014297000000000,15.8000002,24.7999992,88,88,130,88,-0.2174000,-0.2210000,-0.1444000,0.1695000,0.2821000,0.2941000,0.3951000,0.4020000,0.2111000,0.0439000,-0.1963000,-0.1667000,0.0090000,0.3797000,0.1979000,-0.179723502000000,-0.227586207000000,-0.209486166000000,0.021834061000000,0.090909091000000,0.355555556000000,0.231707317000000,0.005347594000000,-0.038674033000000,-0.230769231000000,-0.197969543000000,-0.190000000000000,0.010989011000000,0.094594595000000,-0.005464481000000,0.9900000,0.8400000,1.3800000,1,0.2280000,2.0000000,2.0000000,2.0000000,3.0000000,2.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
944,2876,C28,2875,813.4000244,1002.0000000,1132.0000000,944,972.9000244,1080.690000000000100,0.3895000,0.013665000000000,-0.017407000000000,-0.003742000000000,15.6000004,25.3999996,88,88,126,87,-0.2271000,-0.2210000,-0.1508000,0.1513000,0.2604000,0.2970000,0.4304000,0.4141000,0.2184000,0.0439000,-0.1946000,-0.1632000,-0.0046000,0.3511000,0.1915000,-0.168224299000000,-0.224913495000000,-0.215686275000000,0.055555556000000,0.035897436000000,0.301075269000000,0.094117647000000,-0.030927835000000,-0.049723757000000,-0.234848485000000,-0.195979899000000,-0.201923077000000,-0.005405405000000,0.074829932000000,0.000000000000000,0.8600000,0.7900000,1.3800000,1,0.2630000,2.0000000,2.0000000,2.0000000,3.0000000,2.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
945,2877,C28,2876,802.0999756,1000.7999878,1086.9000244,924,953.4000244,1080.380000000000100,0.7460000,-0.006127000000000,-0.010245000000000,-0.016373000000000,15.3000002,26.3999996,92,87,125,85,-0.2323000,-0.2171000,-0.1508000,0.1376000,0.2324000,0.2376000,0.4233000,0.3922000,0.0059000,0.0531000,-0.2000000,-0.2127000,-0.0335000,0.3556000,0.1935000,-0.175925926000000,-0.227436823000000,-0.206477733000000,0.101010101000000,0.047619048000000,0.071038251000000,-0.119170984000000,-0.010309278000000,-0.112195122000000,-0.223140496000000,-0.179487179000000,-0.161616162000000,-0.027932961000000,-0.032258065000000,0.000000000000000,0.8400000,0.7800000,1.3200001,1,0.2420000,2.0000000,2.0000000,2.0000000,3.0000000,2.0000000,3.000000000000000,3.000000000000000,2.000000000000000,3.000000000000000,3.000000000000000
946,2914,C28,2913,1263.0999756,1323.6999512,1342.5000000,1486,1353.6999512,1079.950000000000000,0.2529000,-0.026921000000000,0.010756000000000,-0.016165000000000,18.0000000,26.2000008,86,83,101,75,-0.1956000,-0.2032000,-0.1646000,0.0973000,0.2111000,0.2900000,0.4024000,0.4227000,0.2874000,0.1525000,-0.1845000,-0.1467000,0.0377000,0.4764000,0.2461000,-0.155339806000000,-0.206349206000000,-0.191111111000000,0.004651163000000,0.069518717000000,0.430107527000000,0.272727273000000,0.177142857000000,-0.023529412000000,-0.228915663000000,-0.164835165000000,-0.161290323000000,-0.016574586000000,0.140939597000000,0.274853801000000,1.3300000,1.0400000,1.6300000,2,0.2730000,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
